Date,Title,Short Note
2006-02-22,是否一定要報稅？,  報稅季節將來臨，是否每一個有收入的人都要報稅呢？  有收入不一定都要報稅的，因為政府給予每人一定的免稅額，最基本的兩項免稅額，就是「個人免稅額」和「扣稅額」。每個人（包括嬰孩在內）都有$3400「個人免稅額」(PERSONAL EXEMPTION)。家中符合「被撫養人」(Dependent)身份的人越多，其「個人免稅額」則越高。 第二項免稅額是「扣稅額」(Deduction)，每一份報稅表都有一個標準的扣稅額，金額視乎報稅身份及年齡而定。單身是$5350元，已婚共同報稅是$10700。  由於有這二種免稅和扣稅額，單身者起碼有$8750收入是免稅的；已婚共同報稅者，起碼有接近$17500收入免聯邦收入稅。  有四類人士即使收入在上述金額以下，也應該報稅。首先，假如有超過$433「自僱收入」就必須報稅，因為需要付上「自僱稅」(Self Employment Tax)。第二，即使無需要報稅，假如僱主曾在收入裡扣起「預繳稅」，則必須報稅才可以把稅金領回。第三，低收入人士，必須要報稅才有機會拿到「低收入抵稅」（Earned Income Credit）優惠。最後，由於可能今年五月有退稅，只要有三千元收入，即使不符合以上情況，也應該報稅去將來取得退稅。
2006-02-21,在國外使用信用卡,"經常要到外國的讀者，可能要在國外使用信用卡購物，您回到美國後收到帳單，都會發覺信用卡公司收取額外費用，為購物價錢的2-3%，這是在信用卡公司將外國貨幣轉為美元，在匯率上可能已經賺了兌換收入之外，再另外加上的費用。此外，這費用近年有增加的趨勢。 
原來主要的信用卡，包括VISA和MASTERCARD，都會就這些國外交易向發卡銀行徵收1% 費用，但發卡銀行自己往往會再加上1-2%費用，所以客戶的費用達到2-3%。假如在外國活躍地使用信用卡，這筆費用可能相當可觀。 
DISCOVER 卡不收取任何費用，但這種卡在國外並不普遍。目前只有少數VISA或MASTERCARD信用卡是完全不收取國外交易費用的，CAPITAL ONE(美國第五大信用卡發卡機構)的信用卡完全沒有這些費用，連VISA 和MASTERCARD向它收取的1%費用，也不需要客戶負擔，對要經常到外國的人士，是最佳的信用卡選擇。 
無論如何，您都應該在未離開時先向發卡銀行查詢費用詳情，或考慮改用旅行支票。目前還有些銀行為客戶提供免費旅行支票，但大多數銀行都可能要收取費用。"
2006-02-20,合資格孩子特別稅例,"要在報稅時取得「低收入津貼」(EITC)，收入不能超過規定。單身人士，只要收入超過$11,750，便已經不能取得津貼。 已婚夫婦即使沒有孩子，也有可能取得津貼，收入限額是$13,750。 
有符合資格的孩子，是可以大幅度提高津貼金額，一對已婚夫婦，假如有一個合資格的孩子，收入在$33,000以下，都有資格取得津貼；假如家中有兩位合資格的孩子，則收入在$37,250以下都可以獲得津貼。 
符合資格的孩子年齡必須在24歲以下，除非孩子是有殘障。十九歲至二十三歲的孩子，必須在過去一年當中起碼有五個月是全時間學生，才能成為「合資格孩子」。 
「合資格的孩子」要求是與「受撫養人」(DEPENDENT)幾乎相同，所以大部份的「合資格孩子」其實都是納稅人的DEPENDENT，但有一個很不同的地方，就是「合資格孩子」可以自己付擔自己生活費用超過一半；有些孩子雖然是學生，但自己收入相當高，或取得釵h教育經濟援助，自己付擔生活與教育費用超過一半，不可能成為父母的DEPENDENT，但也一樣可以作為「合資格孩子」，為父母多取EITC津貼。"
2006-02-17,新移民與低收入津貼,"收入不高的家庭，在報稅的時候不單不需要付稅，還有可能從國稅局取得「低收入津貼」（EITC），一個有兩個合資格孩子的家庭，有可能取得四千元津貼，即使只有一個合資格的孩子，也有可能取得二千多元津貼。 
去年剛剛移民到美國的人士，是否有資格取得這個「低收入津貼」呢？首先，假如在去年七月一日之後才移民美國，便不可能取得津貼，因為稅例要求納稅人要在去年於美國居住起碼六個月或以上。 
即使在七月一日之前移民美國，也需要通過一個相當特別的條件，才有資格取得津貼，這個條件就是納稅人需要有一位美國公民或永久居民配偶。稅例上並沒有訂明這位配偶要成為永久居民多長時間，所以即使夫婦同時移民美國，兩個人都是剛剛取得「綠卡」，也符合這個要求。可是，單身者便不可能符合要求，故在去年上半年移民來美國的單身人士，是沒有辦法符合「低收入津貼」的資格的。 
即使是夫婦同時移民，稅例亦規定他們在報稅時，要當為全年都是美國納稅人，即他們要將去年移民美國前的收入也放在報稅表，假如符合收入限額，便可以獲得津貼。"
2006-02-16,正確處理州退稅(二),"昨天提到，有些聽眾在04年稅表上將當年付出的州稅作逐項扣稅，但在05年獲得州稅局退稅，在05年報稅表上便可能要將退稅作為收入，報在1040稅表第10行。但有些情況下，只有部份退稅需要當作收入，所以報稅時應該留意。 
首先，您應該比較04年逐項扣稅金額與標準扣稅金額，假如兩者不是相差太多的話，便極可能只有部份退稅需要當為收入。舉個例，04年夫婦標準扣稅金額是$9700，一對夫婦的逐項扣稅是一萬元，那當然會利用逐項扣稅；之後在05年獲得一千元州退稅，由於他們的逐項扣稅金額只比標準扣稅金額高出三百元，一千元退稅中只需要將三百元作為05年收入。 
另一項要注意的，是零四年開始納稅人可以選擇利用州稅或銷售稅作逐項扣稅，假如選擇用州稅作為扣稅的話，收到退稅要作為收入的金額，只是州稅與銷售稅的差額。舉個例，04年您選擇利用$6000州稅作逐項扣稅，但當年您本來也可以以$5000銷售稅作扣稅，兩者之差額只是$1000。假定在05年您獲得$2000州退稅，您只需要將$1000作為收入，而不是將整個$2000退稅作收入。"
2006-02-15,正確處理州退稅(一),"可能您在去年有獲得州政府退還多繳付的州稅，最近您亦收到州政府寄來的1099-G表格，上面列出退稅金額，在為05年報稅時應該如何處理呢？ 
您首先要決定的，就是這些退稅金額是否要作為2005年稅表上的收入。問題關鍵在於您在2004年稅表上，有沒有使用逐項扣稅，假如有利用逐項扣稅的話，便已經將04年付出的全部州稅用來扣稅，那麼在05年獲得的退稅，便要當為05年稅表上的收入。 
假如您在04年報稅表上是用標準扣稅的話，便不必將退稅當作05年的收入，因為以前沒有用來扣稅，所以現在也不用付稅。 
假定您需要將退稅作為收入，是否應該將全部退稅金額放入稅表作為收入呢？不一定，要看您04年報稅表上的實際情況。假如您逐項扣稅金額比標準扣稅金額只是稍高，便只需要將兩者的差額作為收入，而不必將全部退稅金額作為收入。要知道這個裡面的竅門，請收聽明天節目。"
2006-02-14,考慮直接持有債券,要投資債券公同基金，需要先在經紀行或基金公司設立帳戶，然後通過帳戶去投資債券市場。經紀行有三個途徑幫助您建立一個債券的投資組合，除了將經紀行手上的債券賣給您之外， 他們還可以為您購買新發行的公債，或到市場上按您的需要，為您購買已經發行了的債券。當然將來要賣出債券的時候，經紀行亦可以代勞。  直接持有債券，有時比利用債券共同基金更適合某些投資者。直接持有債券的好處，是免付任何管理費用，債券放在經紀行帳戶內，一切利息都按時在您的帳戶內出現。              還有一個直接持有債券的好處，就是只要一直持有至債券到期，只要發行債券的單位仍在，便必然可將全部本和利都取出來。  
2006-02-13,債券共同基金利弊,"投資債券有兩種方法﹕透過債券共同基金和直接持有債券。前者相當方便，只要選擇了共同基金，便不用擔心要選擇債券，因為基金經理已經代勞。在有些情況下，基金經理還會將基金內的債券作買賣，假如經理眼光好的話，基金的收益除了債券本身派發的利息之外，還有買賣的資金增值。通常在市場利率下跌的時候，基金的總收入最吸引。 
可是，債券基金也有短處，首先是基金有管理費用，每年平均接近1%，有些基金還在投資時收取銷售費用。其次，基金價值在市場利率上升時將會下降，而這個價值波動的風險是一直存在，不像直接持有債券時，只要債券到期 (MATURE)便可以將本金全數收回來。基金本身是沒有到期日的，所以價值波動的風險是不會停止的。 
債券也有指數基金，VANGUARD公司短期債券指數基金，是按LEHMAN 的一至五年政府公債指數投資的，每年費用只有0.11%，但過去三年平均每年只有2.19%收益。VANGUARD公司的長期債券指數基金，收益便高得多，過去五年平均年收益達到8.3%，過去五年平均收益也達到6.4%。"
2006-02-10,認識公司債券,"以上提及的債券都是由政府或公用事業機構發行的，但私人商業機構也有發行債券，稱為公司債券(CORPORATE BOND)。要比較不同的公司債券，首先要注意其信用評級。有幾家有名的債券評級公司，包括穆迪投資服務與史坦普.
有少數公司的信用評級達到AAA，亦即與聯邦政府的評級相同，這些都是公認最有實力的上市公司，目前包括GENERAL ELECTRIC, TOYOTA 汽車，PFIZER藥廠等。這類最高信用評級的公司債券，收益只比聯邦公債稍高不到半里，但比聯邦政府屬下機構債券低，所以未必值得考慮。 
信用評級稍低，但依然是「投資級」(INVESTMENT GRADE)的公司債券收益比較理想，目前A信用評級的公司債券，兩年期收益為5.29%，比4.51%兩年聯邦公債高出不少，但與聯邦政府屬下機構債券比較，只稍微高了不到0.3%。所以似乎仍是投資聯邦屬下機構的債券比較理想。 
要提高收益的話，便要考慮信用評級低的債券，亦即俗稱「垃圾債券」，它們的收益可達到10%或以上，不過當然有信貸風險，要投資這類債券，必須利用債券共同基金去分散風險。"
2006-02-09,認識地方債券,"收入高和稅率高的人士，假如想以部份資金作較保守的投資，便應該考慮利用地方政府債券(MUNICIPAL BONDS)。 
這類債券是由聯邦政府以下的單位發行的，包括﹕州政府、縣政府、市政府、校區、公用事業等。債券最大的好處，是利息收入免繳聯邦收入稅，假如債券是投資者居住的州內機構發行的，收入還可免繳州及當地入息稅，所以這類債券又稱為「免稅債券」。 
購買地方債券可以通過債券共同基金，也可以持有個別債券。目前十年期地方債券，年收益大約為4.4%，債券信用評級都是AAA，亦即最高信用評級。 
由於債券利息收入完全免稅，稅率越高的家庭，「稅前相等收益」便越高。假如投資者的「邊際稅率」是百分之三十，4.4%免稅收益，便等於6.29%稅前收益；假如「邊際稅率」是40%，4.4%免稅收益，便等於7.33%稅前收益。計算方法是將免稅收益用一減去「邊際稅率」去除。"
2006-02-08,聯邦屬下機構債券,"保守的投資者，除了將資金投資到短期聯邦公債外，還有其他選擇，包括聯邦政府以下機構所發行的債券，例如聯邦政府的「家庭貸款銀行」HOME LOAN BANK便有發行債券，由於這些機構都是屬於聯邦政府，所以信用評級與聯邦公債相同，亦即沒有任何信用風險。 
一年期的聯邦屬下機構發行的債券，目前利率收益是4.7%，比銀行一年定存利率高出0.5%，比一年期的聯邦公債稍高0.1%，但由於這類債券與銀行定存利息一樣，都是要付聯邦和州入息稅，而聯邦公債利息是免州稅，故目前以一年聯邦公債收益比較佳。 
但假如 投資年期較長的話，聯邦屬下機構發行的債券收益便相當吸引，目前兩年期的債券收益為5%，五年期為5.6%，比聯邦公債收益高出0.5%至1%，假如您的州稅稅率不高的話，投資聯邦屬下機構債券便比較利想。 
以上提及的銀行定存、聯邦公債和聯邦屬下機構債券，都是按時派發利息，通常是每六個月一次，適合需要利息收入補助生活需要的退休人士，這個按時派發利息的特點是通膨指數儲蓄債券(I-BOND)所沒有的，儲蓄債券利息每六個月加在本金上，是拿不到手的，除非將儲蓄債券兌現，才能取得利息。"
2006-02-07,銀行定存與聯邦公債,"目前股票市場情況反復不定，一些投資者寧願將資金放到比較保守的債券，債券當然風險比較低，也有固定的利息收入，尤其為退休者歡迎。 
銀行定期存款雖然不是債券，但本質與債券相近，由於有聯邦政府保障，故與聯邦的公債接近，但銀行存款優勝之處是方便，不論是直接到銀行存放或利用網上銀行，手續都相當簡單。可是，銀行定存利率相當低，目前六個月定存平均利率是3.8%，十二個月定存平均利率只有4.2%。 
反觀聯邦政府短期公債，六個月公債利率是4.55%，比銀行存款平均利率高了0.75%，一年公債利率是4.6%，比銀行存款利率高出0.4%。此外，聯邦公債利息免繳州稅，銀行定存利息沒有免州稅的優惠，令彼此之間收益的差距更大。 
聯邦公債的缺點是沒有銀行定存方便，一般要透過折扣經紀行購買，但假如您已經設有股票投資帳戶，便可以同時在帳戶內投資聯邦公債。有些經紀行在網站上讓您看到各種不同的債券，您可以輕易便投資債券，到期時連本帶利歸還到帳戶內，手續其實也是十分簡單的。"
2006-02-06,學生工作是否要報稅,"正在念大學的學生，可能由於得到較高的經濟援助，在1098-T表格上顯示獎助學金超出去年繳付的學費和雜費，這個部份便成為學生的收入。亦有些學生一邊讀書一邊工作，他們是否需要報稅和繳稅呢？ 
即使學生繼續作為父母的受撫養人(DEPENDENT)，他的收入都是屬於自己的，絕對不應該加在父母的收入上去報稅。每一個納稅人起碼有五千元「標準扣稅額」，亦即不超過五千元收入是完全沒有稅金，也不需要報稅，除非收入當中包括超過四百元的「自雇收入」，這些收入是列在1099-MISC表格上的。 
舉個例，一位學生去年取得七千元獎助學金，學費只有四千元，三千元差額便是「要付稅的獎助學金」。假定該學生打暑期工，有兩千元收入，合共五千元收入，剛好是他的「標準扣稅額」，所以完全沒有稅金，不遞交報稅表也沒有問題。 
可是，假如他工作的收入中曾經被扣起聯邦收入稅和州稅，便需要遞交報稅表才可以取回預繳的稅金，所以他還是應該填寫報稅表，往往用簡單的1040EZ表格便可以了。"
2006-02-03,要付稅的獎學金,"家中有正在念大學的子女，最近一定從大學收到一份1098-T表格，上面列出去年曾繳交的學費和雜費，這個數字是表格上第一項或者第二項。此外，表格亦列出去年得到的獎學金與助學金，是表格上的第四項。這些數字和這份表格在報稅時應該如何處理呢？ 
假如繳付的學費和雜費超過獎助學金，即是您去年要自己掏腰包負擔部份教育費用，即使是用學生或其他貸款，都算是您自付的金額，這些自付的費用是可以用來取得稅務優惠，包括「希望獎學金」與「終生學習」兩項抵稅額，或學費扣稅額。如果學生是父母的「受撫養人」，這些稅務優惠便必須由家長取得。 
假如繳付的學費和雜費低於獎助學金，即去年您不單不用負擔任何學費和雜費，還有些經濟援助是作為生活費用，這部份超出學費和雜費的金額，便成為「要付稅的獎學金」，但請您留意，這項收入不屬於父母的收入，乃是屬於學生的收入。 
學生是否要為這項收入付稅和報稅呢？對他教育經濟援助是否有影響呢？下次為您講解。"
2006-02-02,免費報稅軟件,"假如您的調整總收入在五萬元或以下，而您不想付出費用去找專業人士報稅，您可以考慮利用國稅局的網上自由報稅服務，您只要到WWW.IRS.GOV 網址，然後進入CHECK OUT FREE FILE，便會見到有二十家公司為您提供這個服務，其中有些服務的最高收入比較低，只有不到三萬元，有些公司限制服務對象在某些州份，但無論如何，只要您收入不超過五萬元，總會找到起碼一家公司為您提供免費服務。 
這些公司有些免費幫助您在填好稅表之後使用電子報稅，幫您加快收到退稅。假如您不知道應該選擇那一間公司的免費服務，可以用網址上GUIDE ME TO A SERVICE服務，只要將一些個人資料放入，便馬上可以見到所有適合您的服務，您再點擊一下，便被轉到該公司的網址。不過，請大家注意，不要直接到那家公司的報稅網址，因為要得到免費服務，必須通過國稅局的網站；假如您直接到該公司的網址，然後用它的報稅軟件，是會有費用的。 
釵h州份亦有為收入不高的家庭，提供網上免費服務，大家不妨去看一看。 
除了自己透過政府網站去報稅外，角聲中心多年來都為收入不高的家庭免費報稅，請留意廣告。"
2006-02-01,聯合航空快要脫離破產,"一家已經宣布破產的上市公司，假如是利用第十一條破產法例，進行債務重組，在一段時間之後，是有可能脫離破產的。這個消息對公司原來的股票持有人，是好消息還是壞消息呢？ 
最近聯合航空公司宣布，在破產幾年之後，將會在短期脫離破產，並發行新公司股票，公司亦亦同時宣告，舊的普通與優先股票將會被取消，到時會完全沒有價值，原有股東也不會獲得新股票，即以前的股票持有人的投資將會全數損失，這種情況在過去一些大公司(如KMART)破產時也曾出現。 
原來公司的債券持有人比股東幸運，因為他們會獲得新股票，用作清還債務，但股票持有人的利益是排在最後，往往在這個情況下全軍盡墨。但「好消息」是原來股東們可以將資金虧蝕作扣稅用。 
目前舊的聯合航空股票依然上市， 代號是UALAQ，在零二年十二月宣布破產後，它的每股股價從一元以上，近日下跌至只有數仙，亦即市場上仍有一些投機者，願意以極其低價收購，以便在萬一有轉機時可以獲得大利。"
2006-01-31,照顧孩童費用可減稅,"假如夫婦都有收入，而家中有十三歲以下的孩子，需要找專人照顧或送到幼兒班，這些費用便有可能為父母取得一個免稅額，稱為「照顧孩童費用抵稅額」，每一個家庭每個孩子可以有最高三千元費用，超過一個孩子最高費用為六千元。抵稅金額視乎家庭收入而定，即使收入很高，也起碼可以取得費用20%的抵稅額，即一個孩子可能為納稅人取得$600抵稅額，有兩個或以上孩子的家庭，有可能取得$1200抵稅額。 
什麼是符合稅務優惠的費用呢？請人在家中照顧孩子的費用，通常都符合資格，甚至由祖父母去照顧孩子也可以，但不能付給納稅人的配偶，或納稅人的「受撫養人」(DEPENDENT)，或納稅人十九歲以下的孩子。 
假如孩子是送到托兒所或幼兒班，甚至幼稚園KINDERGARTEN，都可以將費用扣稅，但在幼稚園以上的學校費用便不能扣稅，原因是這些費用要與照顧孩子有關，而不是與教育孩子有關。幼稚園以下不當為教育。 
課後班(例如﹕中文班，鋼琴班等)又如何呢？假如課後班主要是照顧孩子，而不是真的學習的話，是可以扣稅的，但假如是真的學習中文或繪畫或其他科目，便不屬於照顧孩子的費用。 
稅例上還訂明，夏天營的費用也可能扣稅，但孩子不能過夜，即DAY CAMP費用可以扣稅，即使在營中會學習一些科目。"
2006-01-30,外國人與社會安全稅," 在美國工作的人，通常都要繳納「社會安全稅」，自雇或做小生意的人，也要繳納「自雇稅」，亦是為了社會安全福利。可是，在美國沒有公民或永久居民身份的臨時工作者，是否需要繳納社會安全稅呢？ 一般來說，外國人在美國這裡工作，公司都要在他的工資中扣除社會安全稅，與美國公民和居民無異，但有些外國人在美國工作，可獲豁免繳納社會安全稅。他們包括﹕持F,J,M,Q簽證的留學生或來訪學者，但他們工作必須先獲得移民局批準，並且工作地點是在大學之內，或在「實習訓練」PRACTICAL TRAINING 期間在學外工作，或由移民局批準在學外工作。以上是指留學生或學者本人，假如配偶有工作，或本人的工作未有移民局批準，或性質和內容其本身簽證無關的工作，都要繳納社會安全稅。  有些國家(例如加拿大)與美國訂有協議，這些國家的公民在美國工作，例如持TN簽證的加拿大人，只要能夠向雇主出示一份由加拿大社安機構發出的CERTIFICATE OF COVERAGE，證實在本國有退休福利計劃，便可以豁免繳納社會安全稅。"
2006-01-27,「一家之主」稅例修改,"有一些單親父母，家中有一位成年的單身子女同住，子女也有相當高的收入，但他不住在自己的地方，而是與這位單親爸爸或單親媽媽同住。這位子女已經成年，自己也有工作，而且收入相當高，當然不需要單親父母負擔生活費用。直到去年為2004年報稅時，有這樣單身但經濟完全獨立地子女一同住，在報稅的時候單親父母可以不使用「單身」(SINGLE)的報稅身份，而改用「一家之主」(HEAD OF HOUSEHOLD) 報稅身分，可以減少稅務負擔。 
這個條例在2005年修改了，要利用「一家之主」身份報稅，除了納稅人在去年全年是美國公民或居民，和負責家庭全年開支費用起碼一半或以上，還要加上同住的那位子女是「受撫養人」(DEPENDENT)。假如同住的子女年紀在二十四歲以上，只要年收入超過 $3200 ，已經不能作為「受撫養人」了。 
這些有成年子女同住的單親父母，很可能要使用「單身」(SINGLE)的報稅身份，而不是「一家之主」的身份。順便提一句，要使用「一家之主」身份，稅局查問的機會是相當大的，尤其是假如納稅人是男性。"
2006-01-26,低息信用卡詐騙,"有些信用卡公司為了爭取新客戶，用低利息甚至免利息優惠，去吸引消費者將另一張信用卡的欠款，轉到新的信用卡帳戶，以前這些優惠利率有時間限制，例如六個月，之後利率便回復正常。可是，近年由於競爭白熱化，有一些信用卡公司索性永久供給優惠利率，但任何新的借貸都要付正常利率。 
騙徒最近利用釵h人都樂意使用這類信用卡，進行詐騙活動。他們會向您宣告，已經批準您獲得一張VISA或MASTERCARD信用卡，利率非常優惠，而且是固定的，只需要您一次過付出三百元手續費，此外，唯一的條件是您需要有一個支票帳戶。假如您已經有一個支票帳戶，對方便表示需要查證一下，並且直接在支票帳戶中扣除三百元手續費。 
您計算一下，由於信用卡利率很低，將會省下比三百元多很多倍的利息，所以毫不猶豫便讓對方在支票帳戶中取去三百元，但結果收不到信用卡，或者收到的只是一張百貨公司信用卡。 
原來法律有明文禁止公司在未發卡給您之前，向您收取費用，作為給予信用額或信用卡的條件。"
2006-01-25,儲蓄債券利息稅務,
2006-01-24,新ROTH 401-K計劃,"零六年開始，雇主可以讓員工在參加401-K儲蓄計劃時，將部份儲蓄指定作為ROTH 401-K，這部份退休儲蓄不能在當年扣稅，亦即是要用稅後收入作儲蓄，但好處是將來提取時像ROTH IRA一般，所有收入都完全免稅。在雇員離開公司時，這部份儲蓄是可以轉入普通的ROTH IRA 帳戶。 
有那些雇員應該考慮選擇這個新計劃呢？收入比較高的家庭，假如本來超過可以利用ROTH IRA的機會，便可以利用ROTH 401-K得到收益免稅的好處。普通收入的雇員，年紀越輕越應該選擇ROTH 401-K，不過，他們作這個選擇的時候，都要考慮到他們將會在現時犧牲扣稅的好處，去換取將來收益免稅的優惠。 
假如員工不屬於「高薪金」的話，他可以選擇將全部401-K儲蓄都當為ROTH 401-K，金額限制是一般401-K的限額，即每年$15,000，五十歲或以上增加為$20,000。公司假如有MATCHING的話，這個部份依然是屬於稅前的。 
這個新的儲蓄方法剛剛實施，相信釵h雇主仍未將它加入401-K計劃之內，但假如您有興趣的話，不妨向雇主查詢是否會增加這項退休儲蓄項目。"
2006-01-23,401-K限額增加,"公司提供的401-K或403-B退休儲蓄計劃，是政府為納稅人提供的最好禮物，其實也是雇員(EMPLOYEE)最重要的省稅退休儲蓄工具。對有些收入比較高的僱員，可能只有這種退休儲蓄是可以延稅的，因為他們可能連IRA儲蓄也不能得到延稅好處。 
零六年每位僱員的最高儲蓄金額是$15,000,五十歲或以上可增加為$20,000。這個限額是國稅局訂立的，釵h公司自己還有一個以薪金百分率而訂立的限額，例如工資的25%，這種限額並不是國稅局訂立的。 
假如您有超過一份工作，而每份工作都設有401-K退休儲蓄計劃，您是否可以每份工作都存入$15,000呢？答案是﹕可以的，但您在當年可以扣稅的金額，依然是$15,000。 
有些薪金特別高的僱員，可能不能存放以上限額，因為稅例規定公司要按全體員工參加401-K儲蓄計劃的比率，去訂立高薪金員工的最高儲蓄金額。06年「高薪金」的定義是$100,000年薪。由於越多普通工資的員工參加退休儲蓄計劃，高薪金的員工便可以增加存放金額，所以僱主應該盡量去教導員工退休帳戶的好處；有一些僱主自動幫員工加入儲蓄計劃，除非他們自己要求退出，這個方法便似乎有點過份。"
2006-01-20,遺產免稅額增加,"2006年開始，每一個美國納稅人的遺產免稅額由150萬增加至200萬,即夫婦共有四百萬遺產免稅額。另一項改變，是最高遺產稅稅率，由47%減為46%。 
這個遺產免稅金額，將會繼續至2008年，2009年遺產免稅金額增加至每個人350萬，2010年美國完全沒有遺產稅，但是2011年之後遺產稅免稅金額還未決定，在最壞的情況，假如國會完全沒有作出決定，便會返回新稅例實施之前的免稅金額，只有100萬元。不過，國會最近已經在討論這個問題，相信在2006年會有決定。雖然布殊總統希望永久取消遺產稅，眾議院也曾經多次投票通過取消遺產稅，我個人估計不可能在兩院通過免除遺產稅，但2010年後個人免稅金額應該不只100萬，相信將會是300-500萬之間，亦即大部份美國人應該沒有遺產稅的問題。 
除遺產免稅額外，另一項與遺產也有關系的改變，是每年免稅贈與金額由一萬一千元增加至一萬二千元。此外，每個人繼續可以在生前預先將不超過100萬的資產作贈與，而且免除贈與稅，因為這100萬贈與是從遺產免稅額中扣除。"
2006-01-19,IRA 提早作提取壞影響,"IRA個人退休帳戶，是有稅務優惠的退休儲蓄工具，亦是長線的投資工具，假如提早從帳戶中取款，除了要將提取金額在當年當收入報稅外，還可能要付10%罰金。所以在退休之前最好不要輕易去提取帳戶金額。 
提取IRA存款還有另一個壞處，就是會影響「退休儲蓄抵稅金額」(RETIREMENT SAVINGS CONTRIBUTION CREDIT)。已婚和共同報稅的納稅人，假如他們調整總收入(AGI)在五萬元以下，當他們存款之401-K或IRA這類「合稅務優惠資格」的退休帳戶，除了扣稅的優惠之外，還可能取得另一項抵稅額，夫婦兩人最高可得二千元抵稅額，大部份納稅人可拿到幾百元抵稅額。可是，假如在當年曾經在IRA帳戶作提取，便會減少甚至消除這個抵稅優惠。 
提取IRA對抵稅額的影響，不單影響當年取得抵稅額，也對以後兩年有影響，所以最好是不要提早在IRA帳戶內作提取。"
2006-01-18,值得用浮動利率房貸嗎？,
2006-01-17,「納稅人倡議者」服務,"如果您跟國稅局有爭議，您認為國稅局對您不公平，或者沒有作出正確的處理，您如何作投訴去試圖討回公道呢？ 
國稅局內有一個獨立的組織，名為「納稅人倡議者」(Taxpayer Advocate)，或可翻譯為「納稅人代言者」，作用是以一個公正的處理手法，去為納稅人解決他們與國稅局之間的爭議或糾紛。當納稅人向這個部門求助時，它的代表會仔細研究整個事情，並在稅例允釭瑤d圍內提供解決的方案。一向國稅局給人的印象都是很無情和很嚴厲，這個部門卻可以幫助納稅人去應付國稅局。 
最近這個組織發表了一個報告，指國稅局只要懷疑納稅人詐騙，便在調查的過程中扣起他們的退稅，有時長達三年也沒有完成調查，令納稅人遲遲未獲得退稅。這個報告指責國稅局處理手法有問題，要求國稅局進行內部調查，並提出改善方案。報告亦指出，被調查的納稅人大部份是低收入家庭，而且是由於申領「低收入津貼」而導至被調查。
假如您需要「納稅人倡議者」部門為您服務，可致電1-800-829-3676。"
2006-01-16,贈與稅務常識,"可不可以將自己的資產送給其他人(包括子女或親戚朋友)呢？當然可以，但由於美國有遺產稅，所以政府對您將資產作贈與是有限制的。 
第一個限制，是每一個納稅人每年可以作的贈與金額，06年是$12,000,這個限額是您在一年之內可以送給任何人的價值，只要不超過限額，便沒有贈與稅(gift tax)，也不需要申報。這個限額是以每一個受贈人計算，受贈人不限子女或親屬，任何一個人都可以；也沒有總金額上限，即一年之內您可以自由決定受贈人的數目。 
第二個限制是一生當中的總贈與金額，與上述每年的贈與金額是分開的。這個一生總贈與金額是每人一百萬元，乃是從二百萬個人遺產免稅金額中扣除，亦即是可以在生前將不超過一百萬元的資產贈送他人，也沒有贈與稅的問題。這個手續要利用第709號稅表辦理。 
此外，直接為他人繳交醫療或教育費用，雖然都是作了贈與，卻不需要包括在每年和一生的贈與限額內。 
有一個常見的誤會，就是贈與的金額可以扣稅，其實是不可能的，因為私人贈與和慈善捐獻是不同的，絕對不能作扣稅用。"
2006-01-13,「共渡」貸款要注意出租比率,
2006-01-12,「受撫養人」稅例更改(二),"孩童要符合「受撫養人」的條件，其中一個考慮因素是「受撫養人」的生活費用由誰支付。一向「受撫養人」都必須由納稅人(通常是父母家長)負擔一半或以上生活費用，父母才可以將子女作為「受撫養人」。 
由2005年開始，這個「生活費用」的條件有改變，不再是納稅人需要支付「受撫養人‘一半或以上生活費用，而改為「受撫養人沒有自己付擔自己一半或以上生活費用。」 
這個稅例更改令一些以前不能作為自己「受撫養人」的孩童，也可以將孩童作為「受撫養人」。舉個例，一個孩子跟母親一起住，他生活費用三份之一來自母親，三分之一來自伯父，三分之一自己負擔。由於母親沒有負擔他的生活費用超過一半，以前是不能將孩子作為「受撫養人」，但在這個新例之下便可以，因為孩子自己沒有負擔自己費用一半或以上，所以他有資格作「受撫養人」。 
假如一個孩童同時符合作幾個納稅人的「受撫養人」，那應該由誰去使用稅務優惠呢？納稅人可以自己去決定，但假如有爭議的話，國稅局有特別規則去決定由那一位納稅人去取得稅務優惠。"
2006-01-11,「受撫養人」稅例更改(一),"在稅例上「受撫養人」(dependent) 是有減稅作用的。最直接的作用，是為納稅人減低$3200要付稅的收入，因為每一個人都有$3200個人免稅額，「受撫養人」的個人免稅額是由撫養他的納稅人享用。「受撫養人」即使自己需要報稅，也不能用自己的個人免稅額。 
此外，家中有「受撫養人」，有可能為納稅人帶來其他稅務好處。例如，一位單身人士，並且負擔自己家庭開支一半以上，只要家中有一位「受撫養人」，便可以選擇比較優惠的「一家之主」(Head of Household)報稅身份。收入不高的家庭，假如有與他一起住和年齡不超過二十四歲的「受撫養人」，便有可能取得較多的「低收入津貼」(Earned Income Credit)。 
要作「受撫養人」需要符合稅例條件，2005 年國稅局修正了「受撫養人」的條件，將「受撫養人」分為兩類﹕「合資格的孩童」與「合資格的親屬」。要符合「合資格的孩童」受撫養人，一切的條件(例如﹕年齡、居民或公民等要求)都沒有改變，但有一項重要的改變，是與「生活費用」有關的。"
